asset_id,exact_filename,class,location,surface,desktop_mobile_role,semantic_role,interaction_state_role,transparency_requirement,canonical_status,implementation_status,source_replacement_relationship,implementation_notes
FMD-ACTUAL-FMD-UI-SEARCH-RESULTS-DESKTOP-DEFAULT-V001,FMD_UI_SEARCH_RESULTS_DESKTOP_DEFAULT_v001.png,SPECIMEN,Search,Approved UI / Surface Specimen,Desktop,Approved visual ground truth,Flattened reference; reproduce semantic controls/states in code,No,APPROVED-VISUAL-GROUND-TRUTH,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_UI_SEARCH_RESULTS_DESKTOP_DEFAULT_v001.png,"Opaque full-screen specimen; DONE as reference, not directly usable as semantic UI or clean scene layer."
FMD-ACTUAL-FMD-UI-TECHNICAL-FALLBACK-DESKTOP-DEFAULT-V001,FMD_UI_TECHNICAL_FALLBACK_DESKTOP_DEFAULT_v001.png,SPECIMEN,Technical Fallback,Approved UI / Surface Specimen,Desktop,Approved visual ground truth,Flattened reference; reproduce semantic controls/states in code,No,APPROVED-VISUAL-GROUND-TRUTH,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_UI_TECHNICAL_FALLBACK_DESKTOP_DEFAULT_v001.png,Opaque reference specimen; file extension is PNG but encoded format reports JPEG. Fallback behavior belongs in code; pet shown is noncanonical.
FMD-ACTUAL-FMD-UI-UNAVAILABLE-MOBILE-DEFAULT-V001,FMD_UI_UNAVAILABLE_MOBILE_DEFAULT_v001.png,SPECIMEN,Global,Approved UI / Surface Specimen,Mobile,Approved visual ground truth,Flattened reference; reproduce semantic controls/states in code,No,APPROVED-VISUAL-GROUND-TRUTH,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_UI_UNAVAILABLE_MOBILE_DEFAULT_v001.png,"Opaque full-screen specimen; DONE as reference, not directly usable as semantic UI or clean scene layer."
FMD-ACTUAL-FMD-UI-WORKSHOP-LANDING-DESKTOP-DEFAULT-V001,FMD_UI_WORKSHOP_LANDING_DESKTOP_DEFAULT_v001.png,SPECIMEN,Workshop,Approved UI / Surface Specimen,Desktop,Approved visual ground truth,Flattened reference; reproduce semantic controls/states in code,No,APPROVED-VISUAL-GROUND-TRUTH,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_UI_WORKSHOP_LANDING_DESKTOP_DEFAULT_v001.png,"Opaque full-screen specimen; DONE as reference, not directly usable as semantic UI or clean scene layer."
FMD-ACTUAL-FMD-UI-WORKSHOP-LANDING-MOBILE-DEFAULT-V001,FMD_UI_WORKSHOP_LANDING_MOBILE_DEFAULT_v001.png,SPECIMEN,Workshop,Approved UI / Surface Specimen,Mobile,Approved visual ground truth,Flattened reference; reproduce semantic controls/states in code,No,APPROVED-VISUAL-GROUND-TRUTH,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_UI_WORKSHOP_LANDING_MOBILE_DEFAULT_v001.png,"Opaque full-screen specimen; DONE as reference, not directly usable as semantic UI or clean scene layer."
FMD-REQ-SCENE-FOREST-DESKTOP,FMD_SCENE_FOREST_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Forest,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_FOREST_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-FOREST-MOBILE,FMD_SCENE_FOREST_BASE_MOBILE_DEFAULT_v002.png,SCENE,Forest,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_FOREST_BASE_MOBILE_DEFAULT_v002.png,"Validated 941×1671 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-CABINEXTERIOR-DESKTOP,FMD_SCENE_CABINEXTERIOR_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Cabin Exterior,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_CABINEXTERIOR_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-CABINEXTERIOR-MOBILE,FMD_SCENE_CABINEXTERIOR_BASE_MOBILE_DEFAULT_v002.png,SCENE,Cabin Exterior,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_CABINEXTERIOR_BASE_MOBILE_DEFAULT_v002.png,"Validated 941×1670 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-EXPLORERENTRY-DESKTOP,FMD_SCENE_EXPLORERENTRY_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Explorer Entry,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_EXPLORERENTRY_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-EXPLORERENTRY-MOBILE,FMD_SCENE_EXPLORERENTRY_BASE_MOBILE_DEFAULT_v002.png,SCENE,Explorer Entry,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_EXPLORERENTRY_BASE_MOBILE_DEFAULT_v002.png,"Validated 942×1670 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-MAINSTUDIO-MOBILE,FMD_SCENE_MAINSTUDIO_BASE_MOBILE_DEFAULT_v003.png,SCENE,Main Studio,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_MAINSTUDIO_BASE_MOBILE_DEFAULT_v003.png,"Validated 853×1844 genuine PNG srgb opaque=true; no pet, person, baked Room navigation, CTA, copy, cards, or truth-bearing UI. Aperture remains primary identity. Deliberate vertical composition supports independent Desk/Now, Studio Map, and Room-threshold overlays. Supersedes v002 for implementation; v002 remains preserved evidence. SHA-256 f51afe136c82de1f8d8e7580e8e898aaeaf1213b568df8924be62f07f13ed0c0."
FMD-REQ-SCENE-LIBRARY-DESKTOP,FMD_SCENE_LIBRARY_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Library,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_LIBRARY_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-LIBRARY-MOBILE,FMD_SCENE_LIBRARY_BASE_MOBILE_DEFAULT_v002.png,SCENE,Library,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_LIBRARY_BASE_MOBILE_DEFAULT_v002.png,"Validated 942×1670 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-WORKSHOP-DESKTOP,FMD_SCENE_WORKSHOP_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Workshop,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_WORKSHOP_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-WORKSHOP-MOBILE,FMD_SCENE_WORKSHOP_BASE_MOBILE_DEFAULT_v002.png,SCENE,Workshop,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_WORKSHOP_BASE_MOBILE_DEFAULT_v002.png,"Validated 942×1669 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-ARCHITECTUREWALL-DESKTOP,FMD_SCENE_ARCHITECTUREWALL_BASE_DESKTOP_DEFAULT_v002.png,SCENE,Architecture Wall,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_ARCHITECTUREWALL_BASE_DESKTOP_DEFAULT_v002.png,"Validated genuine 1536×1024 8-bit opaque sRGB PNG; pet-free and person-free. v002 is the canonical implementation master and supersedes pet-bearing v001, which remains preserved as visual evidence. Environmental diagrams, papers, text and notes are atmospheric only; live navigation, claims, evidence, confidence, contradictions, lineage, governance and AEG warrant remain code/data-driven. SHA-256 6c7a5690fc3ec27ed4010a43aebba04f18b62693d5f407230992f00262527987."
FMD-REQ-SCENE-ARCHITECTUREWALL-MOBILE,FMD_SCENE_ARCHITECTUREWALL_BASE_MOBILE_DEFAULT_v003.png,SCENE,Architecture Wall,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_ARCHITECTUREWALL_BASE_MOBILE_DEFAULT_v003.png,"Validated genuine 942×1669 8-bit opaque sRGB PNG; deliberate pet-free and person-free mobile composition. v003 is the canonical implementation master and supersedes pet-bearing v002, which remains preserved as visual evidence. Environmental diagrams, papers, text and notes are atmospheric only; live navigation, claims, evidence, confidence, contradictions, lineage, governance and AEG warrant remain code/data-driven. SHA-256 073883ebca9233b3b11564827ca5530b23100ceced7fc9c59c53c07e1626fe9c."
FMD-REQ-SCENE-OBSERVATORY-DESKTOP,FMD_SCENE_OBSERVATORY_BASE_DESKTOP_DEFAULT_v002.png,SCENE,Observatory,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_OBSERVATORY_BASE_DESKTOP_DEFAULT_v002.png,"Validated genuine 1536×1024 8-bit opaque sRGB PNG; pet-free and person-free. v002 is the canonical implementation master and supersedes pet-bearing v001, which remains preserved as visual evidence. Telescope, horizon and observation identity are atmospheric; live article metadata, forms, topics, chronology, navigation and epistemic posture remain code/data-driven. SHA-256 607a1a53508136368e1a7b10d43072b07be28dbc5e3a5457b7622420fa125c75."
FMD-REQ-SCENE-OBSERVATORY-MOBILE,FMD_SCENE_OBSERVATORY_BASE_MOBILE_DEFAULT_v003.png,SCENE,Observatory,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_OBSERVATORY_BASE_MOBILE_DEFAULT_v003.png,"Validated genuine 942×1669 8-bit opaque sRGB PNG; deliberate pet-free and person-free mobile composition. v003 is the canonical implementation master and supersedes pet-bearing v002, which remains preserved as visual evidence. Telescope, horizon and observation identity are atmospheric; live article metadata, forms, topics, chronology, navigation and epistemic posture remain code/data-driven. SHA-256 7687e972d4b1d81ae8175e92caa6ac5214d41f77228f810539916c045b67bbf5."
FMD-REQ-SCENE-MEETINGTABLE-DESKTOP,FMD_SCENE_MEETINGTABLE_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Meeting Table,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_MEETINGTABLE_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-MEETINGTABLE-MOBILE,FMD_SCENE_MEETINGTABLE_BASE_MOBILE_DEFAULT_v002.png,SCENE,Meeting Table,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_MEETINGTABLE_BASE_MOBILE_DEFAULT_v002.png,"Validated 941×1672 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-EXPLOREROUTFITTERS-DESKTOP,FMD_SCENE_EXPLOREROUTFITTERS_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Explorer Outfitters,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_EXPLOREROUTFITTERS_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-EXPLOREROUTFITTERS-MOBILE,FMD_SCENE_EXPLOREROUTFITTERS_BASE_MOBILE_DEFAULT_v002.png,SCENE,Explorer Outfitters,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_EXPLOREROUTFITTERS_BASE_MOBILE_DEFAULT_v002.png,"Validated 941×1672 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-MEETDJ-DESKTOP,FMD_SCENE_MEETDJ_BASE_DESKTOP_DEFAULT_v001.png,SCENE,Meet DJ,Scene Environment,Desktop,Clean canonical environment,Base; no flattened UI or truth-bearing text,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_MEETDJ_BASE_DESKTOP_DEFAULT_v001.png,"Validated 1536×1024 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-SCENE-MEETDJ-MOBILE,FMD_SCENE_MEETDJ_BASE_MOBILE_DEFAULT_v002.png,SCENE,Meet DJ,Scene Environment,Mobile,Clean deliberate mobile environment,Base; independent mobile target map; no flattened UI,No,APPROVED-PRODUCTION-ASSET,DONE,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_SCENE_MEETDJ_BASE_MOBILE_DEFAULT_v002.png,"Validated 1024×1536 PNG srgb opaque=true; human-approved clean scene master. Approved environmental lettering/decoration is visual ground truth; live navigation, controls, Artifact facts and state remain code/data-driven."
FMD-REQ-CHAR-MEETDJ-001,FMD_CHAR_MEETDJ_REALISTIC_RESPONSIVE_IDLE_v001.png,CHAR,Meet DJ,Person Surface,Responsive,Superseded realistic illustrated DJ identity,Historical rollback evidence,Yes,SUPERSEDED-PRODUCTION-EVIDENCE,NO LONGER REQUIRED,FluxMintDigital_Website_Canonical_Package/Assets/final/FMD_CHAR_MEETDJ_REALISTIC_RESPONSIVE_IDLE_v001.png,Preserved byte-identically as rollback evidence and excluded from public delivery. SHA-256 6d4cd969e356109f66d17ee2ae844ce273a38c6d727f1e95f0c683c46dc7697a. Superseded by the DJ-approved responsive likeness compositions; no longer referenced by the Meet DJ Surface.
FMD-IMPORT-BRAND-001,FMD_SOURCE_GLOBAL_APERTURE_BRANDSHEET_MASTER_v001.svg,BRAND,Global,Brand System,Source master,Primary/reversed/mono/app/favicon/wordmark source,Reference only,Vector transparency supported,CANONICAL-SOURCE,DONE,FluxMintDigital_Website_Canonical_Package/Assets/source/FMD_SOURCE_GLOBAL_APERTURE_BRANDSHEET_MASTER_v001.svg,Newly established canonical vector master superseding the unavailable historical vector. Valid SVG 1200×1320 viewBox; browser-rendered and visually accepted; no scripts embedded raster images or external references. Registered SHA-256 5fc27bb8da71d599bb912b25017932334db6b01fc3d6a6d712756dedf865aec3.
FMD-IMPORT-BOOK-001,FMD_SOURCE_LIBRARY_ARCHITECTUREOFBEINGHUMAN_VOL01_COVER_v001.png,SOURCE,Library,Artifact Surface,Source master,Actual approved Volume I cover,Reference only,Opaque,CANONICAL-SOURCE,DONE,FluxMintDigital_Website_Canonical_Package/Assets/source/FMD_SOURCE_LIBRARY_ARCHITECTUREOFBEINGHUMAN_VOL01_COVER_v001.png,Validated genuine 1086×1448 8-bit RGB opaque sRGB PNG. Visual inspection confirms The Architecture of Being Human / Volume I cover identity. SHA-256 b23f61e0a65fa3e2ff9b006d09e4eef089aa42492171089603fa56f70be6ec9b. Published/Public lifecycle and availability remain data-driven.
FMD-IMPORT-DJ-001,FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v001.png,SOURCE,Meet DJ,Identity Reference,Desktop source master,DJ-approved wide likeness composition,Reference only,Opaque,DJ-APPROVED-SOURCE,DONE,FluxMintDigital_Website_Canonical_Package/Assets/source/FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v001.png,Validated genuine 1672×941 opaque sRGB PNG. SHA-256 adc20153e4dd254468b420f9c451ad9169798da01c4e5e8e4a7ae0d292de1612. Supersedes the prior JPEG source contract while committed Git history preserves that evidence. Excluded from public output.
FMD-IMPORT-DJ-002,FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v002.png,SOURCE,Meet DJ,Identity Reference,Mobile source master,DJ-approved portrait likeness composition,Reference only,Opaque,DJ-APPROVED-SOURCE,DONE,FluxMintDigital_Website_Canonical_Package/Assets/source/FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v002.png,Validated genuine 941×1672 opaque sRGB PNG. SHA-256 0d1dcbc598f3bc28b7f461c85a6cd3a04f226a7986dc6360310a08c7ea65e2ce. Deliberate compact composition. Excluded from public output.
FMD-CANDIDATE-SCENE-MEETDJ-DESKTOP-003,FMD_SCENE_MEETDJ_LIKENESS_DESKTOP_DEFAULT_v003.webp,SCENE,Meet DJ,Person Surface,Desktop/wide,DJ likeness and inhabited workspace,Responsive scene composition,Opaque,APPROVED-PRODUCTION-ASSET,DONE,FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v001.png,Native 1672×941 WebP derivative at quality 90; 267888 bytes; SHA-256 9564829bb2fdb4950ac4b80d23bc70b79300ee49a4592f22de0ac016f68dbff8. DJ human visual gate approved; canonical at widths 768px and above.
FMD-CANDIDATE-SCENE-MEETDJ-MOBILE-003,FMD_SCENE_MEETDJ_LIKENESS_MOBILE_DEFAULT_v003.webp,SCENE,Meet DJ,Person Surface,Compact/mobile,DJ likeness and inhabited workspace,Responsive scene composition,Opaque,APPROVED-PRODUCTION-ASSET,DONE,FMD_SOURCE_MEETDJ_APPROVED_LIKENESS_REFERENCE_v002.png,Native 941×1672 WebP derivative at quality 90; 251706 bytes; SHA-256 ba02180ef9cbd4d90d744908d0f48aeb426460bc3a6100ea5e316b4546dfc486. DJ human visual gate approved; canonical below 768px.
FMD-CODE-BRAND-001,,CODE,Global,Brand System,Responsive,Aperture/wordmark rendering and variants,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-MOTIF-001,,CODE,Global,Environmental Motif,Responsive,Mountain motif placement; never corporate identity,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-HEADER-001,,CODE,Global,Navigation,Responsive,Desktop/mobile header and semantic navigation,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-SEARCH-001,,CODE,Global,Search Surface,Responsive,Search form/results/empty state,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Final systems pass advanced: client-side semantic search indexes only canonical public Rooms, Artifacts and Observatory posts; query, result and empty states remain accessible code with durable canonical targets."
FMD-CODE-BREADCRUMB-001,,CODE,Global,Orientation,Responsive,Breadcrumbs and location receipts,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-HOTSPOT-001,,CODE,Rooms,Immersive Surface,Responsive,Object/threshold indicators and target regions,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-THRESHOLD-001,,CODE,Main Studio / Rooms,Navigation,Responsive,Room threshold states and labels,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-STUDIOMAP-001,,CODE,Main Studio,Orientation Surface,Responsive,Interactive Studio Map and semantic equivalent,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-DESKNOW-001,,CODE,Main Studio,Temporal Surface,Responsive,Data-driven 3-5 current Artifacts,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-ARTIFACT-001,,CODE,Artifact Surfaces,Artifact Detail,Responsive,Book/App/Essay/Framework layouts and truth-bearing fields,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-SERIES-001,,CODE,Library,Series Surface,Responsive,Series access/order/navigation,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-WORKSTATE-001,,CODE,Workshop,Artifact Surface,Responsive,Current Build/prototype/workstation access,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-WALL-001,,CODE,Architecture Wall,Research Surface,Responsive,Aperture control and framework/program/experiment/application access,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-AEG-001,,CODE,Architecture Wall,Research Surface,Responsive,Claims/evidence/warrant/contradictions/lineage/candidate/canonical UI,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-OBSERVATION-001,,CODE,Observatory,Current Surface,Responsive,Current Field Note/observation access,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-ARCHIVE-001,,CODE,Observatory / Rooms,History Surface,Responsive,Archive/history/filter states,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
FMD-CODE-INTAKE-001,,CODE,Meeting Table,Collaboration Surface,Responsive,Notebook/brief/blueprint interaction and form state,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Phase 7 advanced: responsive semantic scene controls and a local-only accessible intake draft now implement describe, clarify, scope and decide; no submission endpoint, pricing, public-client claim or automatic Workshop handoff is implied. Code-owned work remains tracked in this category until the implementation program closes."
FMD-CODE-COMMERCE-001,,CODE,Explorer Outfitters,Acquisition Surface,Responsive,Artifact inventory/availability/channel actions,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Phase 8 advanced: Outfitters discovery is derived from canonical Surface placements and Artifact records; acquisition actions render only from separate approved availability/channel records. Current honest state exposes no channels, prices, urgency or atmospheric merchandise as inventory. Code-owned work remains tracked in this category until the implementation program closes."
FMD-CODE-RELATIONSHIP-001,,CODE,Artifact Surfaces,Relationship Surface,Responsive,Typed relationships and lineage markers,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Final systems pass advanced: a semantic Relationship Explorer renders canonical typed direction and provenance, resolves Person targets, and explicitly prevents relationship direction from transferring state, warrant or truth."
FMD-CODE-STATE-001,,CODE,Artifact Surfaces,State System,Responsive,Lifecycle/visibility/availability/warrant labels,Semantic interactive/state behavior,CSS/SVG as needed,CANONICAL-CODE-OWNED,IMPLEMENT IN CODE,Approved desktop/mobile specimens,"Do not flatten truth-bearing text, navigation, state, results, prices, relationships or controls into raster assets."
